0.6026187262,
0.31207423838397047,
0.37639019684741903,
0.6779476725045731,
0.9459840729106421,
2.1335554492829703,
0.661291412205098,
3.069853612605682,
1.6461122208214312,
0.7418958381481762,
0.6866951281808934,
1.1763346340688572,
1.834696945868038,
0.12767732856714173,
0.5907991211951704,
0.6674393441878825,
2.651874438543087,
1.8675651382196916,
0.452382833400986,
0.303103033307386,
2.0440468936040883,
2.0908149125309468,
1.6508597812873689,
0.9232700323548305,
1.275109383043002,
1.3920330923517503,
6.145501067858328,
0.6892088309740486,
1.1598546666353482,
1.2202682546421217,
0.34481048263622394,
0.29689912464078494,
1.1689555042754793,
2.522472234224662,
1.549446437077187,
0.75900535324658,
0.31050967734396373,
1.676725152453879,
3.2408133339544025,
2.8162586617436984,
0.2915235505262633,
0.6269121298792538,
0.750895845953891,
2.5495719742800675,
2.1980974756226335,
1.4892788271560515,
1.7643966543915761,
0.9779882333532662,
0.002819734361378607,
0.1051101839136723,
1.7415238537797157,
4.060105574905297,
2.729012496401002,
1.1976338676436649,
2.4905102425677836,
1.9187288325572869,
1.526850320257836,
1.0016811527125913,
0.11837174878919411,
0.27895201784113444,
1.9516828761938558,
0.945890357262555,
1.1503636525843293,
0.26678846551679447,
2.0408710727136055,
2.7424830757961556,
0.5649681434957857,
1.798307706465633,
0.7369551437311243,
2.0798008346679744,
2.2406348897689967,
1.929479716100106,
1.2240742918853684,
1.542119350475936,
0.5044229925786576,
0.9112237534243647,
1.2039937758399828,
0.5013702373278179,
1.7079617054602778,
1.4277796617859093,
0.6701184733487864,
1.5507191536801372,
2.3061998887061534,
0.30547524645003865,
2.0686967011860595,
1.4719885820380998,
0.4330610883916454,
0.9228040504575322,
0.436338747062084,
0.6723708606280953,
0.011315336313832096,
1.911525076262836,
0.9424923316904558,
0.8975724189602569,
0.6133537814760387,
2.303024403711953,
1.5201297429531053,
0.9640523853658478,
0.8977974605824802,
2.178660130475077,
1.909829338219488,
0.8283171874441094,
0.763963835122602,
2.220776915223255,
1.0620530475794054,
2.1479058928475796,
1.8445577744314623,
1.9294462254118108,
1.965902707279794,
1.3132558086744603,
0.9784158909127318,
0.9439580753799597,
0.8749613159691808,
1.3775465502052315,
1.3013976648399965,
0.7359066224577766,
0.5607138232250206,
0.35180693035172966,
1.4256570781695628,
1.265869759625465,
1.6363385786149318,
0.710581445712877,
0.7563393873466608,
0.7397534856814361,
1.746681398065925,
2.1034052789530793,
0.3476529398833422,
0.10237296413740855,
0.7611633361501267,
0.42351699559667544,
1.1839392146408707,
2.213891644802856,
0.1465661764932923,
2.1784634523578186,
1.504199589498698,
0.47281503287693283,
1.3760758637814787,
2.887523151074689,
2.981653332075155,
4.819723408070172,
1.4302591841224466,
0.6312866449083216,
1.0990284858134751,
2.1834120514000137,
0.35755653120374026,
1.0791968045169886,
2.223038759022409,
1.2766768881607722,
1.0019276492464921,
1.8647545128153766,
3.467906775977338,
1.6648782057944844,
0.2726159289717295,
1.9892618995992473,
1.627267725342948,
0.8190394012376782,
1.34859974871708,
1.972642394612186,
2.311756875644882,
1.922794582724645,
0.7416328815151694,
0.8139165221319714,
0.5551859673471267,
1.9050088722732204,
3.3905049859989855,
2.4898423125789613,
1.7769756919863442,
1.5526000636396073,
2.519309325435315,
2.305771241417612,
0.1718413559893169,
1.1729717679537048,
0.6487673571194409,
1.9003245032937233,
2.315979947882203,
0.7686177692446617,
1.9532611534516475,
1.1716677581868087,
0.333785880589169,
0.8554957215001592,
0.4895536412422164,
1.9763051986940707,
2.836540077267964,
0.7353034943078988,
0.46061064032524385,
0.028106823813118416,
0.23640406432023323,
0.01179602352248018,
0.33071174969695144,
1.0604514680173773,
2.1967849887230466,
1.0888527595212298,
0.3943716546694303,
0.0001539870668121815,
