1.3484368580000001,
3.3917374027479936,
18.475673310204055,
1.3536165979840677,
2.970451512751143,
5.05355253690211,
1.617999423673405,
3.6205891401226995,
6.563426552361421,
5.423597337636883,
9.861856209597285,
1.4422858043806177,
4.7306066440451895,
0.45013096373934924,
2.6926546405915777,
2.185324609239194,
2.02383358906503,
1.3507354843308363,
5.15006575103969,
7.15264511516497,
6.950669791586817,
1.8047954471537995,
1.3260895857681407,
1.7541256195323487,
4.353540225211117,
1.3438698332950103,
7.878691156959924,
3.276699703521914,
6.978705041743519,
2.2224792401580533,
4.015039119496786,
4.253646758479914,
3.400890134201393,
3.194247052031473,
0.03608781462515365,
0.5473904229627572,
0.3766814959318726,
2.596779307677997,
2.65162673746298,
2.5117919274101803,
1.378542492118713,
4.517695055573668,
6.685274380660645,
2.6990076360680373,
1.1953118079704739,
0.16540794434499306,
0.3887294027122677,
2.562538502682848,
1.6613075395984702,
1.055572569538109,
1.5045144091467757,
4.206816936473203,
5.569632819131166,
5.540132926917541,
6.1129463252568526,
7.57943902062299,
0.26458438958008224,
4.807375987118039,
4.5720501088308785,
1.2393231330458292,
0.8303756137155195,
1.1467339367593086,
1.474726603236418,
1.9329883132261263,
1.3361278435064907,
5.215071663687925,
5.002078057010073,
3.9960161156306095,
0.7165692539922904,
0.2928124473819522,
0.6408674980225765,
1.2201246872595,
2.2209192071824186,
0.03487004516958513,
1.7463033279395148,
5.652500136039443,
6.3458864054341335,
5.72988031190226,
3.725051320329903,
0.693873105953045,
5.08447144111528,
5.4187115744876335,
0.7831599390498492,
4.26732985217085,
0.8319005262143008,
6.305891694687631,
13.828106063114168,
3.8564130792158093,
0.9191015211217466,
4.041830019960351,
1.4152053843489434,
0.660206343863921,
3.4355727191237238,
6.25019175572487,
3.7973574623869704,
1.3550103478341196,
4.129147817587482,
4.766164485455912,
1.3363186062752574,
1.0133050718277963,
3.3160263656037174,
4.850266141395524,
0.19882620552583538,
0.748241864198281,
2.069830862632106,
0.4141006359093107,
2.3201995794912116,
0.8886682113481176,
3.043314735550651,
3.7380414314893016,
1.7703575832943916,
0.07162049898273595,
0.14931355037745245,
0.18174757459894178,
3.325689577353663,
7.14083625354803,
6.822583533244271,
5.156652045944675,
3.697718127014589,
2.417676078062033,
4.929782158109038,
0.4192105767860556,
5.404436401353878,
4.858761977647775,
1.3570618148071258,
0.18630492449878683,
0.09044054514726786,
0.4163604135635244,
1.4461882316239556,
4.686398513555755,
7.91178815604822,
9.046289989087768,
5.627584839950596,
1.9345866856899883,
2.254454475495946,
3.7118835756523416,
1.3136762970674178,
4.106851639507722,
6.017370367277552,
6.868619326017163,
0.8075103119215397,
2.186341002071963,
2.3469370814359944,
